price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,age
1297000.0,6.0,2.75,9420.0,2.0,0.0,0.0,5.0,9.0,120.0,98103.0,47.6695,-122.337,1540.0,4969.0,114.0
822000.0,3.0,2.0,13300.0,2.0,0.0,0.0,3.0,9.0,570.0,98006.0,47.5632,-122.148,2930.0,10900.0,30.0
1500000.0,4.0,2.75,25697.0,1.0,0.0,0.0,4.0,9.0,620.0,98004.0,47.6264,-122.226,3810.0,20681.0,50.0
485000.0,3.0,2.25,6810.0,1.0,0.0,0.0,3.0,8.0,390.0,98074.0,47.6176,-122.044,1620.0,6584.0,27.0
270000.0,4.0,1.0,8505.0,1.0,0.0,0.0,3.0,7.0,700.0,98055.0,47.4406,-122.196,1440.0,8505.0,58.0
300000.0,6.0,2.5,11250.0,1.0,0.0,0.0,4.0,8.0,1200.0,98055.0,47.4608,-122.196,2270.0,8360.0,37.0
878000.0,4.0,2.5,7728.0,2.0,0.0,0.0,3.0,9.0,0.0,98074.0,47.5925,-122.058,3290.0,7728.0,8.0
590000.0,3.0,2.5,4203.0,2.0,0.0,0.0,3.0,9.0,0.0,98006.0,47.5441,-122.172,2290.0,5089.0,14.0
611900.0,1.0,2.25,2100.0,2.0,0.0,2.0,4.0,8.0,0.0,98033.0,47.6703,-122.204,3150.0,6000.0,68.0
240000.0,3.0,1.75,7373.0,1.0,0.0,0.0,4.0,7.0,0.0,98092.0,47.3124,-122.183,1430.0,8415.0,47.0
395000.0,4.0,2.5,10951.0,2.0,0.0,0.0,3.0,8.0,0.0,98092.0,47.3249,-122.187,1680.0,6625.0,12.0
169000.0,3.0,1.0,7110.0,1.0,0.0,0.0,3.0,6.0,0.0,98178.0,47.4971,-122.261,1100.0,8375.0,57.0
200500.0,3.0,2.0,14972.0,1.0,0.0,0.0,3.0,7.0,0.0,98031.0,47.4129,-122.209,1800.0,9698.0,52.0
308000.0,3.0,2.5,7140.0,2.0,0.0,0.0,3.0,8.0,0.0,98003.0,47.275,-122.295,2360.0,7955.0,25.0
290256.0,3.0,2.25,7885.0,2.0,0.0,0.0,3.0,8.0,0.0,98023.0,47.3136,-122.344,2340.0,7885.0,31.0
279950.0,3.0,1.75,8800.0,1.0,0.0,0.0,4.0,7.0,490.0,98058.0,47.4483,-122.158,1530.0,8690.0,48.0
195000.0,3.0,1.75,7875.0,1.0,0.0,0.0,3.0,7.0,0.0,98022.0,47.1958,-122.003,1560.0,8314.0,35.0
630000.0,3.0,1.0,13000.0,1.0,0.0,0.0,5.0,6.0,0.0,98010.0,47.3359,-122.033,1890.0,19650.0,69.0
1160000.0,4.0,3.0,15438.0,2.0,0.0,2.0,3.0,8.0,0.0,98039.0,47.6109,-122.226,4480.0,14406.0,113.0
478000.0,3.0,2.25,3896.0,2.0,0.0,0.0,3.0,8.0,0.0,98029.0,47.5689,-122.006,1780.0,3999.0,20.0
835000.0,3.0,2.25,6690.0,2.0,0.0,2.0,5.0,8.0,820.0,98126.0,47.5705,-122.381,1990.0,5792.0,70.0
639000.0,3.0,2.25,2421.0,2.0,0.0,0.0,3.0,9.0,0.0,98034.0,47.695,-122.169,1500.0,2743.0,10.0
623000.0,4.0,2.75,12633.0,2.0,0.0,0.0,3.0,9.0,0.0,98074.0,47.6218,-122.032,2240.0,9246.0,30.0
220000.0,3.0,1.75,7680.0,1.0,0.0,0.0,3.0,7.0,640.0,98178.0,47.5081,-122.266,2000.0,7740.0,55.0
526000.0,3.0,2.25,18099.0,1.0,0.0,0.0,4.0,8.0,750.0,98006.0,47.5443,-122.18,2060.0,12000.0,37.0
243500.0,2.0,1.0,5016.0,1.0,0.0,0.0,3.0,6.0,0.0,98118.0,47.542,-122.282,1420.0,5184.0,67.0
750000.0,4.0,2.5,4930.0,2.0,0.0,0.0,3.0,9.0,90.0,98006.0,47.5445,-122.12,2980.0,6099.0,14.0
329000.0,4.0,2.0,9126.0,1.0,0.0,0.0,5.0,7.0,0.0,98059.0,47.5009,-122.164,1730.0,9110.0,52.0
525000.0,4.0,1.0,4000.0,1.5,0.0,0.0,3.0,7.0,0.0,98102.0,47.6275,-122.321,1610.0,4000.0,94.0
190000.0,2.0,1.0,3101.0,1.0,0.0,0.0,4.0,6.0,0.0,98118.0,47.5546,-122.274,1660.0,4100.0,67.0
772650.0,4.0,2.5,10800.0,1.0,0.0,0.0,3.0,7.0,0.0,98005.0,47.5894,-122.172,2640.0,10800.0,59.0
355000.0,3.0,2.5,4038.0,2.0,0.0,0.0,4.0,8.0,0.0,98042.0,47.3875,-122.153,2110.0,3727.0,25.0
650000.0,3.0,1.75,54450.0,1.0,0.0,0.0,3.0,8.0,400.0,98075.0,47.5936,-122.012,2460.0,36677.0,35.0
678500.0,3.0,2.75,3600.0,1.5,0.0,2.0,5.0,7.0,0.0,98103.0,47.6798,-122.354,1630.0,3910.0,105.0
669950.0,4.0,2.5,11877.0,2.0,0.0,0.0,3.0,9.0,0.0,98074.0,47.6327,-122.036,2430.0,11333.0,18.0
850000.0,3.0,2.25,18450.0,1.0,0.0,0.0,3.0,10.0,0.0,98077.0,47.7274,-122.062,2980.0,12304.0,32.0
572000.0,3.0,2.75,3885.0,2.0,0.0,0.0,3.0,8.0,0.0,98074.0,47.6171,-122.028,2710.0,6000.0,12.0
492450.0,3.0,1.75,13002.0,1.0,0.0,0.0,2.0,8.0,340.0,98074.0,47.6231,-122.044,1620.0,10098.0,30.0
813000.0,3.0,1.75,11866.0,1.0,0.0,0.0,3.0,8.0,0.0,98005.0,47.5872,-122.173,2240.0,10696.0,54.0
710000.0,3.0,2.0,9732.0,1.0,0.0,0.0,3.0,8.0,0.0,98040.0,47.5796,-122.229,1900.0,10200.0,47.0
792500.0,3.0,1.5,2400.0,2.0,0.0,0.0,3.0,8.0,630.0,98119.0,47.6423,-122.37,2090.0,4000.0,103.0
285900.0,5.0,1.5,7725.0,1.5,0.0,0.0,4.0,7.0,0.0,98032.0,47.3859,-122.288,1690.0,7739.0,54.0
389000.0,3.0,2.0,12972.0,1.0,0.0,0.0,4.0,7.0,830.0,98070.0,47.3733,-122.432,1530.0,10089.0,34.0
675000.0,3.0,2.25,2833.0,2.0,0.0,2.0,3.0,8.0,580.0,98136.0,47.5543,-122.398,1940.0,3794.0,48.0
352000.0,2.0,0.75,33801.0,1.0,0.0,0.0,4.0,4.0,0.0,98059.0,47.4703,-122.076,1100.0,39504.0,83.0
1050000.0,4.0,3.25,11588.0,2.0,0.0,0.0,3.0,11.0,0.0,98059.0,47.5217,-122.155,3190.0,8066.0,15.0
768500.0,4.0,1.75,10400.0,1.0,0.0,0.0,4.0,8.0,1800.0,98005.0,47.6069,-122.167,2410.0,10400.0,50.0
500000.0,4.0,2.0,7778.0,1.0,0.0,0.0,3.0,7.0,1100.0,98125.0,47.7109,-122.323,1250.0,8160.0,53.0
685000.0,3.0,2.5,8800.0,1.0,0.0,0.0,4.0,7.0,0.0,98040.0,47.5895,-122.232,2200.0,8800.0,58.0
648475.0,4.0,2.75,5700.0,1.0,0.0,0.0,3.0,8.0,1050.0,98109.0,47.6406,-122.344,1720.0,3850.0,63.0
655000.0,6.0,5.0,6600.0,2.0,0.0,0.0,3.0,7.0,0.0,98033.0,47.6813,-122.187,1870.0,9900.0,21.0
895000.0,4.0,2.75,4000.0,2.0,0.0,0.0,5.0,8.0,910.0,98115.0,47.6727,-122.297,1530.0,3740.0,89.0
195000.0,3.0,1.0,9554.0,1.0,0.0,0.0,3.0,7.0,350.0,98001.0,47.2949,-122.285,1310.0,9845.0,53.0
368000.0,4.0,2.5,7350.0,2.0,0.0,0.0,3.0,9.0,0.0,98023.0,47.3028,-122.35,2570.0,8336.0,25.0
997000.0,4.0,3.5,13609.0,2.0,0.0,0.0,3.0,11.0,0.0,98059.0,47.5196,-122.151,3880.0,11614.0,14.0
335000.0,3.0,2.75,19991.0,1.0,0.0,0.0,3.0,7.0,650.0,98072.0,47.7434,-122.106,1750.0,9775.0,37.0
250000.0,3.0,2.0,7258.0,1.0,0.0,0.0,3.0,7.0,0.0,98001.0,47.3333,-122.266,1410.0,7750.0,30.0
278500.0,3.0,1.75,8980.0,1.0,0.0,0.0,4.0,8.0,0.0,98022.0,47.2015,-122.005,1770.0,9085.0,30.0
260000.0,4.0,1.5,7300.0,2.0,0.0,0.0,3.0,7.0,0.0,98001.0,47.3317,-122.276,1580.0,7650.0,42.0
162500.0,2.0,1.0,6141.0,1.0,0.0,0.0,2.0,6.0,0.0,98118.0,47.5469,-122.277,900.0,4120.0,94.0
239000.0,4.0,1.0,8316.0,1.0,0.0,0.0,3.0,6.0,0.0,98168.0,47.4989,-122.302,1310.0,7830.0,64.0
600000.0,4.0,2.5,5122.0,2.0,0.0,0.0,3.0,8.0,0.0,98075.0,47.5773,-122.055,3140.0,7875.0,10.0
350000.0,4.0,2.25,7778.0,2.0,0.0,0.0,3.0,7.0,0.0,98031.0,47.4192,-122.201,1770.0,7591.0,17.0
852500.0,5.0,3.75,8131.0,2.0,0.0,0.0,3.0,10.0,0.0,98075.0,47.5837,-121.971,3570.0,7290.0,9.0
485000.0,3.0,2.5,5490.0,2.0,0.0,0.0,3.0,9.0,0.0,98055.0,47.4471,-122.207,3040.0,5442.0,6.0
299000.0,3.0,1.0,8320.0,1.0,0.0,0.0,3.0,6.0,0.0,98133.0,47.7699,-122.335,1500.0,8320.0,61.0
227450.0,2.0,1.0,6509.0,1.0,0.0,0.0,4.0,5.0,0.0,98056.0,47.4938,-122.171,970.0,5713.0,63.0
383000.0,3.0,1.0,5612.0,1.0,0.0,0.0,4.0,7.0,600.0,98126.0,47.525,-122.378,1450.0,5250.0,72.0
835000.0,2.0,3.25,392475.0,1.0,0.0,0.0,3.0,9.0,1200.0,98024.0,47.5448,-121.93,3190.0,217800.0,17.0
760000.0,5.0,1.5,2992.0,1.5,0.0,0.0,4.0,8.0,1130.0,98112.0,47.621,-122.302,1200.0,1209.0,84.0
532500.0,2.0,1.0,3000.0,1.0,0.0,0.0,4.0,7.0,0.0,98103.0,47.6842,-122.348,1490.0,3000.0,91.0
635000.0,3.0,2.5,26359.0,1.0,0.0,0.0,3.0,8.0,1660.0,98053.0,47.6306,-121.968,2620.0,26427.0,16.0
438500.0,3.0,2.0,3072.0,1.0,0.0,0.0,5.0,7.0,720.0,98144.0,47.5772,-122.307,1320.0,3072.0,102.0
545500.0,3.0,2.5,9361.0,1.5,0.0,0.0,4.0,7.0,200.0,98108.0,47.5591,-122.295,1670.0,6244.0,78.0
675000.0,3.0,1.75,9549.0,1.0,0.0,0.0,3.0,7.0,0.0,98033.0,47.6503,-122.198,2090.0,9549.0,59.0
450000.0,3.0,1.75,4080.0,1.0,0.0,0.0,4.0,6.0,420.0,98117.0,47.6825,-122.391,1490.0,4080.0,86.0
199999.0,3.0,1.0,10815.0,1.0,0.0,0.0,5.0,5.0,0.0,98010.0,47.3091,-122.006,1330.0,10815.0,114.0
375000.0,3.0,1.5,16170.0,1.0,0.0,0.0,3.0,7.0,0.0,98034.0,47.7104,-122.235,1630.0,9931.0,26.0
600000.0,4.0,2.25,43847.0,2.0,0.0,0.0,3.0,8.0,0.0,98072.0,47.7713,-122.129,2470.0,37304.0,33.0
292600.0,3.0,1.5,7123.0,1.0,0.0,0.0,4.0,7.0,0.0,98056.0,47.4991,-122.176,1450.0,8023.0,55.0
1038000.0,5.0,2.75,8904.0,1.0,0.0,0.0,4.0,8.0,1400.0,98040.0,47.5709,-122.214,2920.0,8904.0,59.0
610000.0,3.0,1.0,4959.0,1.0,0.0,0.0,3.0,8.0,0.0,98105.0,47.6629,-122.277,2240.0,4959.0,69.0
397450.0,4.0,2.5,9451.0,2.0,0.0,0.0,4.0,8.0,0.0,98042.0,47.3693,-122.129,2510.0,8850.0,21.0
382000.0,3.0,2.25,15528.0,1.0,0.0,0.0,3.0,8.0,480.0,98155.0,47.7739,-122.274,2170.0,12000.0,52.0
370000.0,3.0,2.25,7667.0,1.0,0.0,0.0,3.0,8.0,500.0,98177.0,47.7724,-122.362,2180.0,8103.0,49.0
520000.0,3.0,2.25,7667.0,1.0,0.0,0.0,3.0,8.0,500.0,98177.0,47.7724,-122.362,2180.0,8103.0,49.0
260000.0,2.0,1.0,7906.0,1.0,0.0,0.0,4.0,6.0,0.0,98155.0,47.766,-122.32,990.0,7906.0,66.0
890000.0,4.0,2.5,7200.0,2.0,0.0,0.0,3.0,8.0,0.0,98177.0,47.7698,-122.384,1880.0,7200.0,0.0
344000.0,5.0,2.0,8412.0,1.0,0.0,0.0,3.0,7.0,690.0,98155.0,47.7403,-122.318,2310.0,7474.0,68.0
205000.0,3.0,1.0,8498.0,1.0,0.0,0.0,3.0,7.0,0.0,98031.0,47.4038,-122.203,1340.0,8498.0,56.0
379000.0,5.0,2.5,8550.0,1.0,0.0,0.0,3.0,8.0,0.0,98003.0,47.3032,-122.306,1810.0,8550.0,52.0
424240.0,3.0,2.0,12094.0,2.0,0.0,0.0,4.0,8.0,0.0,98052.0,47.7035,-122.164,2230.0,12204.0,32.0
589950.0,3.0,2.0,12094.0,2.0,0.0,0.0,4.0,8.0,0.0,98052.0,47.7035,-122.164,2230.0,12204.0,32.0
582000.0,4.0,1.75,4650.0,1.0,0.0,1.0,3.0,7.0,930.0,98117.0,47.6964,-122.4,2070.0,6487.0,63.0
349000.0,3.0,2.5,7709.0,2.0,0.0,0.0,3.0,9.0,0.0,98023.0,47.3081,-122.391,2410.0,9250.0,26.0
658000.0,3.0,1.0,12005.0,1.0,0.0,0.0,4.0,7.0,0.0,98033.0,47.6835,-122.199,1930.0,8000.0,49.0
294000.0,5.0,2.75,5000.0,1.5,0.0,0.0,4.0,7.0,730.0,98106.0,47.5655,-122.363,1400.0,5000.0,99.0
690000.0,5.0,3.5,7598.0,2.0,0.0,0.0,3.0,8.0,860.0,98115.0,47.6931,-122.283,2430.0,7728.0,21.0
600000.0,3.0,1.0,5000.0,1.5,0.0,2.0,3.0,7.0,0.0,98107.0,47.6754,-122.359,1440.0,4400.0,103.0
199990.0,3.0,1.0,5200.0,1.0,0.0,0.0,3.0,6.0,0.0,98042.0,47.3685,-122.077,870.0,5200.0,46.0
220000.0,3.0,1.75,8850.0,1.0,0.0,0.0,3.0,7.0,0.0,98188.0,47.4331,-122.291,1400.0,8800.0,55.0
440000.0,4.0,2.25,15750.0,1.0,0.0,0.0,3.0,8.0,620.0,98034.0,47.7225,-122.2,1960.0,10500.0,39.0
439990.0,4.0,2.5,1994.0,2.0,0.0,0.0,3.0,8.0,0.0,98029.0,47.5526,-121.999,1540.0,1689.0,0.0
815000.0,4.0,2.5,7208.0,2.0,0.0,0.0,3.0,10.0,0.0,98075.0,47.5841,-121.971,3280.0,7221.0,9.0
535000.0,4.0,2.25,3766.0,2.0,0.0,0.0,3.0,8.0,0.0,98029.0,47.5699,-122.006,1860.0,4169.0,20.0
215000.0,3.0,1.75,10016.0,1.0,0.0,0.0,4.0,7.0,0.0,98003.0,47.2823,-122.333,1670.0,9764.0,39.0
605000.0,3.0,2.5,35012.0,1.5,0.0,0.0,3.0,8.0,1100.0,98027.0,47.4651,-121.993,2690.0,35100.0,50.0
349900.0,3.0,2.5,7278.0,2.0,0.0,0.0,3.0,8.0,0.0,98058.0,47.4624,-122.132,2190.0,8580.0,24.0
495000.0,3.0,1.0,5510.0,1.0,0.0,0.0,4.0,7.0,500.0,98115.0,47.6942,-122.319,1770.0,6380.0,75.0
515100.0,3.0,2.5,4900.0,2.0,0.0,0.0,3.0,8.0,0.0,98034.0,47.7327,-122.233,1840.0,7382.0,17.0
620000.0,4.0,2.5,55387.0,2.0,0.0,0.0,3.0,9.0,0.0,98053.0,47.6323,-121.985,2730.0,38827.0,20.0
657500.0,4.0,2.25,10370.0,2.0,0.0,0.0,3.0,9.0,0.0,98074.0,47.6377,-122.049,2848.0,12682.0,35.0
250000.0,5.0,1.75,8250.0,1.0,0.0,2.0,3.0,7.0,1000.0,98055.0,47.4887,-122.223,2570.0,8250.0,52.0
385000.0,5.0,1.75,8250.0,1.0,0.0,2.0,3.0,7.0,1000.0,98055.0,47.4887,-122.223,2570.0,8250.0,52.0
307000.0,3.0,1.5,7500.0,1.0,0.0,0.0,3.0,7.0,0.0,98019.0,47.7413,-121.979,1480.0,10000.0,38.0
288000.0,3.0,2.5,9253.0,1.0,0.0,0.0,3.0,7.0,280.0,98042.0,47.3717,-122.073,1470.0,9253.0,21.0
226450.0,3.0,1.75,7200.0,1.5,0.0,0.0,4.0,6.0,0.0,98032.0,47.3774,-122.236,860.0,7200.0,70.0
390000.0,3.0,2.5,6991.0,1.0,0.0,0.0,3.0,7.0,530.0,98125.0,47.7255,-122.327,1860.0,7342.0,48.0
350000.0,3.0,1.0,10236.0,1.0,0.0,0.0,4.0,6.0,0.0,98045.0,47.5028,-121.77,1380.0,11325.0,43.0
368000.0,3.0,1.5,7884.0,1.0,0.0,0.0,3.0,7.0,500.0,98125.0,47.7312,-122.298,1820.0,9000.0,45.0
469000.0,2.0,1.0,4284.0,1.0,0.0,0.0,3.0,6.0,390.0,98105.0,47.6688,-122.324,2050.0,4160.0,93.0
865000.0,3.0,2.25,150270.0,2.0,0.0,0.0,3.0,9.0,0.0,98072.0,47.7601,-122.134,3080.0,81054.0,30.0
515000.0,5.0,2.5,15916.0,1.5,0.0,0.0,5.0,8.0,0.0,98058.0,47.4521,-122.14,2470.0,11662.0,48.0
410000.0,3.0,1.75,8560.0,1.0,0.0,0.0,4.0,7.0,0.0,98034.0,47.7296,-122.232,1460.0,7560.0,36.0
210000.0,4.0,1.0,43560.0,1.0,0.0,0.0,3.0,5.0,0.0,98042.0,47.3375,-122.123,1400.0,54450.0,46.0
460000.0,3.0,1.75,7700.0,1.0,0.0,0.0,3.0,7.0,700.0,98034.0,47.7226,-122.219,1420.0,7674.0,46.0
241500.0,4.0,2.5,9654.0,1.0,0.0,0.0,3.0,8.0,670.0,98023.0,47.3137,-122.343,2500.0,8839.0,35.0
322200.0,4.0,2.25,19000.0,2.0,0.0,0.0,4.0,8.0,0.0,98042.0,47.3734,-122.119,1950.0,19626.0,39.0
279000.0,4.0,1.0,6000.0,1.5,0.0,2.0,3.0,7.0,0.0,98178.0,47.5026,-122.234,1470.0,6000.0,71.0
303000.0,2.0,1.0,27007.0,1.0,0.0,0.0,4.0,6.0,0.0,98070.0,47.4471,-122.473,1746.0,91476.0,71.0
420000.0,3.0,1.5,6615.0,1.0,0.0,0.0,4.0,6.0,250.0,98199.0,47.6578,-122.39,1530.0,5250.0,64.0
249000.0,3.0,1.75,18335.0,1.0,0.0,0.0,3.0,7.0,740.0,98188.0,47.451,-122.273,2050.0,18333.0,53.0
294950.0,3.0,1.0,8840.0,1.0,0.0,0.0,3.0,6.0,0.0,98125.0,47.7277,-122.308,1250.0,8840.0,62.0
1315000.0,4.0,3.5,3997.0,2.0,0.0,0.0,3.0,10.0,900.0,98103.0,47.6718,-122.329,1860.0,4000.0,10.0
335000.0,3.0,1.75,4800.0,1.0,0.0,0.0,3.0,7.0,0.0,98117.0,47.693,-122.361,1490.0,4800.0,61.0
1155000.0,4.0,2.25,8051.0,1.5,0.0,2.0,4.0,10.0,960.0,98199.0,47.6426,-122.409,2760.0,5499.0,79.0
520000.0,2.0,1.0,3708.0,1.5,0.0,0.0,3.0,7.0,0.0,98117.0,47.685,-122.363,1430.0,3708.0,89.0
560000.0,4.0,1.75,8800.0,1.0,0.0,0.0,4.0,8.0,0.0,98007.0,47.6232,-122.142,2180.0,8436.0,49.0
243400.0,4.0,1.5,7464.0,2.0,0.0,0.0,4.0,7.0,0.0,98032.0,47.3782,-122.304,1370.0,7860.0,55.0
405000.0,3.0,2.0,14404.0,1.0,0.0,0.0,3.0,7.0,0.0,98053.0,47.6614,-122.06,1350.0,9990.0,26.0
495000.0,2.0,1.0,14695.0,1.5,0.0,0.0,5.0,7.0,0.0,98033.0,47.7001,-122.2,1800.0,11355.0,84.0
350000.0,4.0,2.5,7095.0,2.0,0.0,0.0,3.0,8.0,0.0,98038.0,47.3528,-122.057,1600.0,7182.0,23.0
368500.0,5.0,2.75,7601.0,1.0,0.0,0.0,3.0,7.0,1010.0,98188.0,47.4683,-122.263,2400.0,7776.0,22.0
99000.0,2.0,1.0,8236.0,1.0,0.0,0.0,2.0,6.0,0.0,98058.0,47.4698,-122.166,1260.0,8236.0,67.0
1070000.0,4.0,3.75,12320.0,2.0,0.0,0.0,3.0,11.0,0.0,98059.0,47.5194,-122.151,3690.0,11227.0,13.0
430000.0,4.0,1.75,7724.0,1.0,0.0,0.0,3.0,8.0,0.0,98155.0,47.7721,-122.293,1940.0,7724.0,31.0
412500.0,3.0,1.5,8475.0,1.0,0.0,0.0,4.0,7.0,0.0,98052.0,47.6571,-122.133,1490.0,8540.0,51.0
1122500.0,4.0,3.25,62365.0,2.0,0.0,0.0,3.0,11.0,0.0,98052.0,47.7149,-122.099,3300.0,31866.0,26.0
915000.0,4.0,2.5,35062.0,2.0,0.0,0.0,4.0,11.0,0.0,98052.0,47.7168,-122.113,2880.0,9705.0,26.0
535000.0,3.0,2.5,7620.0,2.0,0.0,0.0,3.0,8.0,0.0,98052.0,47.6938,-122.13,1920.0,7440.0,20.0
390000.0,3.0,1.5,8676.0,1.0,0.0,0.0,4.0,8.0,520.0,98133.0,47.7471,-122.352,1400.0,8499.0,35.0
499000.0,3.0,1.5,3135.0,1.0,0.0,0.0,4.0,7.0,480.0,98107.0,47.6693,-122.371,1540.0,3025.0,70.0
375000.0,3.0,1.0,7955.0,1.0,0.0,0.0,4.0,7.0,700.0,98177.0,47.7641,-122.364,1850.0,8219.0,51.0
349000.0,4.0,2.5,7620.0,2.0,0.0,0.0,3.0,8.0,0.0,98055.0,47.4346,-122.201,1800.0,6879.0,19.0
635000.0,3.0,2.25,7482.0,1.0,0.0,0.0,4.0,7.0,700.0,98004.0,47.6004,-122.195,2340.0,9310.0,50.0
682000.0,4.0,2.75,8009.0,2.0,0.0,0.0,3.0,9.0,0.0,98075.0,47.6,-121.977,2820.0,7398.0,13.0
321027.0,4.0,2.25,16770.0,1.0,0.0,0.0,4.0,8.0,900.0,98023.0,47.3186,-122.364,2320.0,13850.0,49.0
150000.0,2.0,1.0,4120.0,1.0,0.0,0.0,5.0,5.0,0.0,98002.0,47.303,-122.217,940.0,6180.0,99.0
410000.0,3.0,1.75,17583.0,1.0,0.0,0.0,3.0,7.0,530.0,98034.0,47.726,-122.203,1420.0,11680.0,45.0
449950.0,3.0,2.0,4080.0,2.0,0.0,0.0,3.0,7.0,0.0,98115.0,47.6892,-122.319,1900.0,4080.0,91.0
194990.0,6.0,2.5,7144.0,1.0,0.0,0.0,3.0,6.0,500.0,98118.0,47.5335,-122.272,1300.0,6232.0,101.0
475000.0,4.0,1.75,8775.0,1.0,0.0,0.0,3.0,7.0,700.0,98028.0,47.7396,-122.247,2210.0,8778.0,59.0
530000.0,5.0,1.75,3000.0,2.0,0.0,0.0,4.0,7.0,0.0,98105.0,47.6677,-122.316,1610.0,3000.0,107.0
319950.0,4.0,2.5,7643.0,2.0,0.0,0.0,3.0,8.0,0.0,98092.0,47.3296,-122.18,2634.0,6824.0,3.0
210000.0,3.0,2.25,9435.0,1.0,0.0,0.0,4.0,7.0,500.0,98023.0,47.2979,-122.377,1690.0,7215.0,37.0
485000.0,3.0,2.75,3330.0,1.5,0.0,0.0,4.0,7.0,0.0,98107.0,47.6551,-122.36,1370.0,5000.0,89.0
774000.0,4.0,2.75,10240.0,2.0,0.0,0.0,4.0,9.0,0.0,98075.0,47.5903,-121.986,3490.0,10240.0,17.0
478000.0,4.0,2.0,8208.0,1.0,0.0,0.0,4.0,7.0,480.0,98008.0,47.6052,-122.126,1620.0,8496.0,56.0
385000.0,4.0,2.5,5280.0,2.0,0.0,0.0,4.0,7.0,0.0,98146.0,47.5132,-122.384,1590.0,5280.0,90.0
595000.0,4.0,2.5,43017.0,2.0,0.0,0.0,3.0,9.0,0.0,98077.0,47.774,-122.077,2750.0,40334.0,26.0
285000.0,3.0,1.5,7117.0,1.0,0.0,0.0,3.0,7.0,310.0,98028.0,47.7766,-122.248,2230.0,14775.0,55.0
723000.0,4.0,2.5,4004.0,2.0,0.0,0.0,3.0,9.0,0.0,98029.0,47.5521,-121.995,2260.0,4459.0,10.0
279000.0,3.0,1.5,16000.0,1.0,0.0,0.0,2.0,7.0,540.0,98198.0,47.419,-122.322,1860.0,9775.0,54.0
195000.0,3.0,1.5,7560.0,1.0,0.0,0.0,5.0,6.0,0.0,98058.0,47.4518,-122.179,1150.0,7560.0,57.0
625000.0,2.0,1.0,2192.0,1.0,0.0,0.0,5.0,8.0,990.0,98119.0,47.6364,-122.371,1150.0,2152.0,89.0
270000.0,3.0,1.75,9314.0,2.0,0.0,0.0,3.0,8.0,0.0,98011.0,47.7762,-122.198,2100.0,9658.0,36.0
559000.0,2.0,2.0,5520.0,1.0,0.0,0.0,3.0,8.0,0.0,98053.0,47.7191,-122.022,1640.0,4533.0,8.0
474000.0,4.0,2.25,14834.0,1.0,0.0,0.0,4.0,8.0,630.0,98072.0,47.7434,-122.095,1540.0,15000.0,39.0
303500.0,4.0,2.5,7345.0,2.0,0.0,0.0,3.0,8.0,0.0,98038.0,47.3526,-122.055,1860.0,7364.0,22.0
350000.0,3.0,1.75,8645.0,1.0,0.0,0.0,3.0,6.0,0.0,98155.0,47.7524,-122.323,1470.0,7680.0,65.0
367500.0,5.0,3.0,10064.0,1.0,0.0,0.0,3.0,7.0,1300.0,98155.0,47.7372,-122.316,1590.0,7800.0,74.0
595000.0,5.0,3.0,10064.0,1.0,0.0,0.0,3.0,7.0,1300.0,98155.0,47.7372,-122.316,1590.0,7800.0,75.0
589000.0,3.0,2.0,118483.0,1.0,0.0,0.0,3.0,8.0,0.0,98024.0,47.5595,-121.867,2660.0,91476.0,33.0
585000.0,3.0,1.75,87213.0,1.0,0.0,0.0,4.0,7.0,0.0,98077.0,47.732,-122.077,3270.0,39586.0,41.0
482975.0,3.0,2.25,8801.0,1.0,0.0,0.0,3.0,8.0,760.0,98155.0,47.7462,-122.29,2820.0,8801.0,38.0
365500.0,4.0,2.5,4499.0,2.0,0.0,0.0,3.0,8.0,0.0,98058.0,47.4511,-122.119,2030.0,4539.0,11.0
570000.0,4.0,2.0,7800.0,1.0,0.0,0.0,5.0,8.0,0.0,98008.0,47.6266,-122.103,2150.0,7838.0,42.0
335000.0,3.0,2.5,8040.0,2.0,0.0,0.0,3.0,8.0,0.0,98092.0,47.3203,-122.184,2390.0,8040.0,25.0
767500.0,4.0,2.0,4815.0,1.5,0.0,0.0,4.0,7.0,900.0,98103.0,47.6681,-122.338,1640.0,4013.0,101.0
386591.0,3.0,2.5,1613.0,2.0,0.0,0.0,3.0,8.0,540.0,98029.0,47.5518,-121.998,1690.0,1662.0,0.0
279000.0,3.0,1.0,5750.0,1.5,0.0,0.0,3.0,7.0,0.0,98108.0,47.5288,-122.325,1010.0,5700.0,101.0
620000.0,4.0,2.5,32780.0,2.0,0.0,0.0,3.0,9.0,0.0,98014.0,47.6612,-121.955,2840.0,36555.0,17.0
407000.0,4.0,2.25,23400.0,1.0,0.0,1.0,3.0,7.0,1100.0,98198.0,47.395,-122.311,1860.0,14900.0,56.0
364250.0,3.0,2.5,213879.0,2.0,0.0,0.0,3.0,8.0,0.0,98038.0,47.4213,-122.033,2380.0,178160.0,20.0
399000.0,4.0,2.5,9292.0,2.0,0.0,0.0,3.0,8.0,330.0,98058.0,47.4522,-122.123,2590.0,7533.0,35.0
766950.0,3.0,2.5,30007.0,1.5,0.0,0.0,4.0,10.0,0.0,98077.0,47.743,-122.036,3360.0,34983.0,22.0
